,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Remod
280,281,60,RL,82.0,11287.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421.0,Unf,0.0,386.0,807.0,GasA,Gd,Y,SBrkr,1175.0,807.0,0.0,1982.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,2,575.0,TA,TA,Y,0.0,84.0,0.0,196.0,0.0,0.0,None,None,None,0.0,1,2007,WD,Normal,228500.0,1
281,282,20,FV,60.0,7200.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905.0,Unf,0.0,357.0,1262.0,GasA,Gd,Y,SBrkr,1262.0,0.0,0.0,1262.0,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006.0,Fin,2,572.0,TA,TA,Y,0.0,120.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,New,Partial,185000.0,1
282,283,120,RL,34.0,5063.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,1314.0,GasA,Ex,Y,SBrkr,1314.0,0.0,0.0,1314.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626.0,TA,TA,Y,172.0,62.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4,2009,ConLw,Normal,207500.0,0
283,284,20,RL,74.0,9612.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468.0,0.0,0.0,1468.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898.0,TA,TA,Y,210.0,150.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2009,New,Partial,244600.0,0
284,285,120,RL,50.0,8012.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430.0,Unf,0.0,1145.0,1575.0,GasA,Gd,Y,SBrkr,1575.0,0.0,0.0,1575.0,1,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,1992.0,RFn,2,529.0,TA,TA,Y,0.0,0.0,52.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,179200.0,1
285,286,160,FV,35.0,4251.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,625.0,GasA,Ex,Y,SBrkr,625.0,625.0,0.0,1250.0,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,RFn,2,528.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,New,Partial,164700.0,0
286,287,50,RL,77.0,9786.0,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,312.0,912.0,GasA,TA,Y,SBrkr,1085.0,649.0,0.0,1734.0,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,128.0,0.0,None,GdPrv,None,0.0,6,2006,WD,Normal,159000.0,0
287,288,20,RL,69.0,8125.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614.0,Unf,0.0,244.0,858.0,GasA,TA,Y,SBrkr,858.0,0.0,0.0,858.0,0,0,1,0,3,1,TA,5,Typ,0,None,None,nan,None,0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,88000.0,1
288,289,20,RL,69.0,9819.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450.0,Unf,0.0,432.0,882.0,GasA,TA,Y,SBrkr,900.0,0.0,0.0,900.0,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1970.0,Unf,1,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,2,2010,WD,Normal,122000.0,1
289,290,70,RL,60.0,8730.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Ex,Y,FuseA,698.0,698.0,0.0,1396.0,0,0,1,0,3,1,TA,7,Typ,0,None,Detchd,2003.0,Unf,1,384.0,TA,TA,Y,0.0,0.0,0.0,0.0,259.0,0.0,None,None,None,0.0,7,2007,WD,Normal,153575.0,0
290,291,60,RL,120.0,15611.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1079.0,1079.0,GasA,Ex,Y,SBrkr,1079.0,840.0,0.0,1919.0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,685.0,Gd,TA,Y,0.0,51.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,New,Partial,233230.0,1
291,292,190,RL,55.0,5687.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210.0,Unf,0.0,570.0,780.0,GasA,Ex,N,SBrkr,936.0,780.0,0.0,1716.0,1,0,2,0,6,1,Fa,9,Typ,0,None,None,nan,None,0,0.0,None,None,N,0.0,184.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2008,WD,Normal,135900.0,0
292,293,50,RL,60.0,11409.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Y,SBrkr,1148.0,568.0,0.0,1716.0,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1,281.0,TA,TA,Y,0.0,0.0,0.0,0.0,160.0,0.0,None,None,None,0.0,1,2009,WD,Normal,131000.0,0
293,294,60,RL,69.0,16659.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0.0,0.0,795.0,GasA,Fa,Y,SBrkr,1468.0,795.0,0.0,2263.0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,539.0,TA,TA,Y,0.0,250.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2006,WD,Normal,235000.0,0
294,295,20,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,0.0,131.0,1416.0,GasA,TA,Y,SBrkr,1644.0,0.0,0.0,1644.0,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2,418.0,TA,TA,Y,110.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10,2009,WD,Normal,167000.0,1
295,296,80,RL,37.0,7937.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819.0,Unf,0.0,184.0,1003.0,GasA,TA,Y,SBrkr,1003.0,0.0,0.0,1003.0,1,0,1,0,3,1,TA,6,Typ,0,None,Detchd,1984.0,Unf,2,588.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,3,2006,WD,Normal,142500.0,1
296,297,50,RM,75.0,13710.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,0.0,490.0,910.0,GasA,TA,Y,FuseA,910.0,648.0,0.0,1558.0,0,0,1,1,4,1,TA,6,Typ,0,None,Attchd,1950.0,Unf,1,282.0,TA,TA,Y,289.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6,2007,WD,Normal,152000.0,1
297,298,60,FV,66.0,7399.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,649.0,Unf,0.0,326.0,975.0,GasA,Ex,Y,SBrkr,975.0,975.0,0.0,1950.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,576.0,TA,TA,Y,0.0,10.0,0.0,0.0,198.0,0.0,None,None,None,0.0,6,2007,WD,Normal,239000.0,0
298,299,60,RL,90.0,11700.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,175.0,143.0,702.0,GasA,Gd,Y,SBrkr,1041.0,702.0,0.0,1743.0,0,1,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2,539.0,TA,TA,Y,224.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,175000.0,1
299,300,20,RL,80.0,14000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1092.0,1092.0,GasA,Ex,Y,SBrkr,1152.0,0.0,0.0,1152.0,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,8,2009,WD,Family,158500.0,0
300,301,190,RL,90.0,15750.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,Y,SBrkr,1336.0,0.0,0.0,1336.0,1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1,375.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2006,WD,Normal,157000.0,1
301,302,60,RL,66.0,16226.0,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0.0,747.0,1028.0,GasA,Ex,Y,SBrkr,1210.0,1242.0,0.0,2452.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,683.0,TA,TA,Y,208.0,50.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2007,WD,Normal,267000.0,0
302,303,20,RL,118.0,13704.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1541.0,1541.0,GasA,Ex,Y,SBrkr,1541.0,0.0,0.0,1541.0,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,843.0,TA,TA,Y,468.0,81.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1,2006,WD,Normal,205000.0,0
303,304,20,RL,70.0,9800.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,0.0,0.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1975.0,Unf,2,552.0,TA,TA,Y,256.0,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,7,2006,WD,Abnorml,149900.0,1
304,305,75,RM,87.0,18386.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1470.0,1470.0,GasA,Ex,Y,SBrkr,1675.0,1818.0,0.0,3493.0,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,870.0,TA,TA,Y,302.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2008,WD,Normal,295000.0,0
305,306,20,RL,80.0,10386.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464.0,Unf,0.0,536.0,2000.0,GasA,Ex,Y,SBrkr,2000.0,0.0,0.0,2000.0,1,0,2,0,3,1,Gd,8,Typ,0,None,Attchd,2004.0,Fin,3,888.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2007,WD,Normal,305900.0,0
306,307,60,RL,116.0,13474.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700.0,Unf,0.0,0.0,700.0,GasA,Gd,Y,SBrkr,1122.0,1121.0,0.0,2243.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990.0,RFn,3,746.0,TA,TA,Y,127.0,44.0,224.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,225000.0,0
307,308,50,RM,69.0,7920.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,TA,Y,FuseA,1035.0,371.0,0.0,1406.0,0,0,1,0,3,1,Fa,6,Typ,0,None,None,nan,None,0,0.0,None,None,N,0.0,144.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,3,2008,WD,Normal,89500.0,0
308,309,30,RL,69.0,12342.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Ex,Y,SBrkr,861.0,0.0,0.0,861.0,0,0,1,0,1,1,TA,4,Typ,0,None,Detchd,1961.0,Unf,2,539.0,TA,TA,Y,158.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3,2009,WD,Normal,82500.0,0
309,310,20,RL,90.0,12378.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274.0,Unf,0.0,622.0,1896.0,GasA,Ex,Y,SBrkr,1944.0,0.0,0.0,1944.0,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708.0,TA,TA,Y,208.0,175.0,0.0,0.0,0.0,0.0,None,None,None,0.0,11,2006,WD,Normal,360000.0,0
310,311,60,RL,69.0,7685.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518.0,Unf,0.0,179.0,697.0,GasA,Gd,Y,SBrkr,697.0,804.0,0.0,1501.0,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420.0,TA,TA,Y,190.0,63.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2006,WD,Normal,165600.0,0
311,312,20,RL,50.0,8000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680.0,Unf,0.0,292.0,972.0,GasA,Ex,Y,SBrkr,972.0,0.0,0.0,972.0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5,2009,WD,Normal,132000.0,0
312,313,190,RM,65.0,7800.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,793.0,GasA,TA,Y,SBrkr,793.0,325.0,0.0,1118.0,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410.0,TA,TA,Y,0.0,0.0,0.0,0.0,271.0,0.0,None,MnPrv,None,0.0,5,2006,WD,Normal,119900.0,0
313,314,20,RL,150.0,215245.0,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236.0,Rec,820.0,80.0,2136.0,GasW,TA,Y,SBrkr,2036.0,0.0,0.0,2036.0,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,375000.0,1
314,315,70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16.0,Unf,0.0,712.0,728.0,GasA,Ex,Y,SBrkr,832.0,809.0,0.0,1641.0,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546.0,Fa,TA,Y,0.0,0.0,234.0,0.0,0.0,0.0,None,None,None,0.0,8,2006,WD,Normal,178000.0,0
315,316,60,RL,71.0,7795.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425.0,Unf,0.0,291.0,716.0,GasA,Ex,Y,SBrkr,716.0,716.0,0.0,1432.0,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,432.0,TA,TA,Y,100.0,51.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2009,WD,Normal,188500.0,0
316,317,60,RL,94.0,13005.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692.0,Unf,0.0,153.0,845.0,GasA,TA,Y,SBrkr,1153.0,1200.0,0.0,2353.0,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,484.0,TA,TA,Y,288.0,195.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,8,2009,WD,Normal,260000.0,1
317,318,60,FV,75.0,9000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1088.0,1088.0,GasA,Ex,Y,SBrkr,1088.0,871.0,0.0,1959.0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,1025.0,TA,TA,Y,208.0,46.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12,2007,WD,Normal,270000.0,1
318,319,60,RL,90.0,9900.0,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987.0,Unf,0.0,360.0,1347.0,GasA,Ex,Y,SBrkr,1372.0,1274.0,0.0,2646.0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,656.0,TA,TA,Y,340.0,60.0,144.0,0.0,0.0,0.0,None,None,None,0.0,4,2009,WD,Normal,260000.0,1
319,320,80,RL,69.0,14115.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,336.0,1372.0,GasA,TA,Y,SBrkr,1472.0,0.0,0.0,1472.0,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,588.0,TA,TA,Y,233.0,48.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2009,WD,Normal,187500.0,1
320,321,60,RL,111.0,16259.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0.0,1249.0,1249.0,GasA,Ex,Y,SBrkr,1249.0,1347.0,0.0,2596.0,0,0,3,1,4,1,Gd,9,Typ,0,None,Attchd,2006.0,RFn,3,840.0,TA,TA,Y,240.0,154.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9,2006,New,Partial,342643.0,1
321,322,60,RL,99.0,12099.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136.0,1332.0,0.0,2468.0,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,872.0,TA,TA,Y,184.0,154.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6,2007,WD,Normal,354000.0,1
322,323,60,RL,86.0,10380.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28.0,ALQ,1474.0,0.0,1502.0,GasA,Ex,Y,SBrkr,1553.0,1177.0,0.0,2730.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,576.0,TA,TA,Y,201.0,96.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,8,2007,WD,Normal,301000.0,0
323,324,20,RM,49.0,5820.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256.0,Unf,0.0,906.0,1162.0,GasA,Ex,Y,SBrkr,1163.0,0.0,0.0,1163.0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1955.0,Unf,1,220.0,Fa,TA,Y,142.0,98.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7,2006,WD,Normal,126175.0,0
